"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
5307,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5308,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5309,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5310,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5311,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5312,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5313,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5314,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5315,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5316,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5317,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5318,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5319,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5320,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5321,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5322,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5323,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5324,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5325,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5326,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5327,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5328,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5329,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5330,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5331,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5332,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5333,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5334,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5335,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5336,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5337,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5338,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5339,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5340,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5341,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5342,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5343,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5344,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5345,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5346,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5347,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5348,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5349,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5350,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5351,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5352,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5353,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5354,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5355,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5356,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5357,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5358,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5359,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5360,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5361,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5362,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5363,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5364,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5365,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5366,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5367,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5368,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5369,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5370,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5371,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5372,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5373,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5374,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5375,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5376,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5377,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5378,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5379,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5380,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5381,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5382,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5383,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5384,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5385,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5386,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5387,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5388,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5389,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5390,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5391,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5392,ذكر,سعودي,20-24,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5393,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5394,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5395,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5396,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5397,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5398,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5399,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5400,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5401,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5402,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5403,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5404,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5405,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
