"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
785,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,19
786,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الحنو,مكة المكرمة,التعاقد,1445,11,19
787,ذكر,سعودي,20-25,وزارة العدل,لم يحدد,لم يحدد,باحث شرعي مساعد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,19
788,ذكر,سعودي,26-30,وزارة العدل,لم يحدد,لم يحدد,باحث شرعي مساعد,نجران,نجران,التعاقد,1445,11,19
789,ذكر,سعودي,20-25,وزارة العدل,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,19
790,أنثى,سعودي,31-35,وزارة العدل,لم يحدد,لم يحدد,مراسل مكتبي,جازان,جازان,التعاقد,1445,11,19
791,أنثى,سعودي,26-30,وزارة العدل,لم يحدد,لم يحدد,مساعد إداري,الرياض,الرياض,التعاقد,1445,11,19
792,أنثى,سعودي,31-35,أمانة منطقة الرياض,لم يحدد,لم يحدد,مساعد إداري,الرياض,الرياض,التعاقد,1445,11,20
793,ذكر,سعودي,31-35,الأمن العام,الموظفين,السادسة,مأمور تحري,الرياض,الرياض,التعيين,1445,11,20
794,ذكر,سعودي,36-40,القوات البحرية,الموظفين,السادسة,مساعد مراجع,الرياض,الرياض,التعيين,1445,11,20
795,ذكر,سعودي,57-61,جامعة الملك سعود,لم يحدد,لم يحدد,أستاذ مشارك,الرياض,الرياض,التعاقد,1445,11,20
796,ذكر,سعودي,36-40,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,11,20
797,ذكر,سعودي,41-45,رئاسة الإستخبارات العامة,المستخدمين,الثالثة والثلاثون,مراسل,الرياض,الرياض,التعيين,1445,11,20
798,ذكر,سعودي,46-50,وزارة التعليم,الموظفين,الخامسة عشر,أمين عام منظمة ذات اهتمامات خاصة,مكة المكرمة,مكة المكرمة,التعيين,1445,11,20
799,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,مراسل مكتبي,الرياض,الرياض,التعاقد,1445,11,20
800,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,عنيزه,بريده,التعاقد,1445,11,20
801,أنثى,سعودي,26-30,وزارة العدل,لم يحدد,لم يحدد,كاتب,خميس  مشيط,ابها,التعاقد,1445,11,20
802,أنثى,سعودي,20-25,وزارة العدل,لم يحدد,لم يحدد,كاتب ضبط,خميس  مشيط,ابها,التعاقد,1445,11,20
803,ذكر,سعودي,20-25,إمارة منطقة جازان,لم يحدد,لم يحدد,كاتب,مسليه,جازان,التعاقد,1445,11,21
804,أنثى,سعودي,36-40,بلدية أبي عريش,لم يحدد,لم يحدد,كاتب,ابو عريش,جازان,التعاقد,1445,11,21
805,أنثى,سعودي,31-35,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,مساعد إداري,الرياض,الرياض,التعاقد,1445,11,21
806,ذكر,سعودي,20-25,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,محلل مالي (أ),الرياض,الرياض,التعاقد,1445,11,21
807,أنثى,سعودي,41-45,وزارة التعليم,الموظفين,السادسة,مساعد إداري,الرياض,الرياض,التعيين,1445,11,21
808,أنثى,سعودي,26-30,وزارة الصحة,الموظفين,الرابعة,كاتب,القريات,الجوف,التعيين,1445,11,21
809,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
810,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
811,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,مكة المكرمة,مكة المكرمة,التعيين,1445,11,21
812,ذكر,"مقيم ",51-56,وزارة الصحة,المتعاقدين,متعاقد,طبيب نائب,حفر الباطن,الدمام,التعاقد,1445,11,21
813,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,جازان,جازان,التعاقد,1445,11,21
814,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,جازان,جازان,التعاقد,1445,11,21
815,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابو عريش,جازان,التعاقد,1445,11,21
816,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني,الطائف,مكة المكرمة,التعاقد,1445,11,21
817,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تغذية,الطائف,مكة المكرمة,التعاقد,1445,11,21
818,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,بريده,بريده,التعاقد,1445,11,21
819,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الطائف,مكة المكرمة,التعاقد,1445,11,21
820,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الطائف,مكة المكرمة,التعاقد,1445,11,21
821,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
822,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
823,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
824,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
825,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
826,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,البكيريه,بريده,التعاقد,1445,11,21
827,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الرس,بريده,التعاقد,1445,11,21
828,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
829,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
830,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,21
831,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,عنيزه,بريده,التعاقد,1445,11,21
832,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,عنيزه,بريده,التعاقد,1445,11,21
833,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,عنيزه,بريده,التعاقد,1445,11,21
834,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الطائف,مكة المكرمة,التعاقد,1445,11,21
835,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الطائف,مكة المكرمة,التعاقد,1445,11,21
836,أنثى,سعودي,31-35,وزارة العدل,لم يحدد,لم يحدد,كاتب ضبط,خميس  مشيط,ابها,التعاقد,1445,11,21
837,ذكر,سعودي,26-30,وزارة العدل,لم يحدد,لم يحدد,مساعد إداري,خميس  مشيط,ابها,التعاقد,1445,11,21
838,أنثى,سعودي,26-30,وزارة العدل,لم يحدد,لم يحدد,مساعد إداري,الرياض,الرياض,التعاقد,1445,11,21
839,أنثى,سعودي,36-40,وزارة العدل,لم يحدد,لم يحدد,مساعد إداري,جدة,مكة المكرمة,التعاقد,1445,11,21
840,أنثى,سعودي,36-40,الجامعة السعودية الإلكترونية,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,الرياض,الرياض,التعيين,1445,11,22
841,أنثى,سعودي,31-35,بلدية الخرج,لم يحدد,لم يحدد,مساعد إداري,الخرج,الرياض,التعاقد,1445,11,22
842,ذكر,سعودي,46-50,جامعة أم القرى,لم يحدد,لم يحدد,طبيب نائب,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,22
843,أنثى,سعودي,36-40,جامعة الملك عبدالعزيز,الصحيين,أخصائي,أخصائي,جدة,مكة المكرمة,التعيين,1445,11,22
844,ذكر,سعودي,20-25,جامعة الملك فيصل,لم يحدد,لم يحدد,كاتب,الاحساء,الدمام,التعاقد,1445,11,22
845,أنثى,سعودي,36-40,وزارة الاتصالات وتقنية المعلومات,المتعاقدين,متعاقد,مدير برنامج,الرياض,الرياض,التعاقد,1445,11,22
846,ذكر,سعودي,20-25,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,الباحه,الباحه,التعاقد,1445,11,22
847,ذكر,سعودي,26-30,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,مساعد إداري,ابها,ابها,التعاقد,1445,11,22
848,ذكر,سعودي,26-30,وزارة الصحة,الصحيين,فني,فني تمريض,مكة المكرمة,مكة المكرمة,التعيين,1445,11,22
849,أنثى,سعودي,31-35,وزارة الصحة,الصحيين,فني,فنية تمريض,بريده,بريده,التعاقد,1445,11,22
850,أنثى,سعودي,20-25,وزارة الصحة,الصحيين,فني,فنية تمريض,بريده,بريده,التعاقد,1445,11,22
851,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,حائل,حائل,التعاقد,1445,11,22
852,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني أشعة,الخرمة,مكة المكرمة,التعاقد,1445,11,22
853,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الرس,بريده,التعاقد,1445,11,22
854,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الرس,بريده,التعاقد,1445,11,22
855,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,عنيزه,بريده,التعاقد,1445,11,22
856,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,عنيزه,بريده,التعاقد,1445,11,22
857,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الرس,بريده,التعاقد,1445,11,22
858,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الطائف,مكة المكرمة,التعاقد,1445,11,22
859,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الرس,بريده,التعاقد,1445,11,22
860,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الرس,بريده,التعاقد,1445,11,22
861,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,22
862,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,22
863,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بريده,بريده,التعاقد,1445,11,22
864,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,عنيزه,بريده,التعاقد,1445,11,22
865,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,بيش,جازان,التعاقد,1445,11,22
866,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,حائل,حائل,التعاقد,1445,11,22
867,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,حائل,حائل,التعاقد,1445,11,22
868,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,تربة,مكة المكرمة,التعاقد,1445,11,22
869,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,رنية,مكة المكرمة,التعاقد,1445,11,22
